citation_key,source_group,cited_in_manuscript,citation_locations,cited_in_rewrite,citation_locations_rewrite,cited_in_companion,citation_locations_companion,cited_in_axm,citation_locations_axm,cited_in_legacy,citation_locations_legacy,entry_type,authors,title,year,venue,volume,number,pages,doi,document_url,landing_page_url,abstract,abstract_type,abstract_source_url,metadata_source,verification_status,topics,evidence_type,method,key_results,use_in_axm,limits_for_axm,notes,last_verified,connection_themes,suggested_sections,terminology,integration_note,reviewed_passages,reviewed_version,reading_status,review_priority,attribution_note
kalyanietal2025,conversation_addition,no,,no,,no,,no,,no,,article,"Kalyani, Aakash and Bloom, Nicholas and Carvalho, Marcela and Hassan, Tarek and Lerner, Josh and Tahoun, Ahmed",The Diffusion of New Technologies,2025,Quarterly Journal of Economics,140,2,1299-1365,10.1093/qje/qjaf002,https://www.nber.org/system/files/working_papers/w28999/w28999.pdf,https://doi.org/10.1093/qje/qjaf002,"Text-based measurement linking patents, earnings calls and job advertisements to the spread of new technologies. Technological diffusion across regions and skills is uneven; invention and widespread use are distinct events.",editorial_summary,https://www.nber.org/system/files/working_papers/w28999/w28999.pdf,"Publisher metadata/Crossref; author or institutional full text, review 2026-09-16",original_relevant_passages_reviewed,Jones-top5-2026; top5-2022-2026; priority-high; technology diffusion; transition; jobs; adoption,theory and/or empirical evidence,"Text-based measurement linking patents, earnings calls and job advertisements to the spread of new technologies.",Technological diffusion across regions and skills is uneven; invention and widespread use are distinct events.,Use to motivate why a technological breakthrough need not immediately appear as aggregate economic takeoff.,Diffusion and organizational adoption are not explicitly modeled by our RSI productivity parameter; their evidence does not identify chi.,"Candidate for paragraph-by-paragraph integration; not added to the manuscript. Review: NBER w28999, revised August 2024, introduction pp. 2-5 (PDF 3-6); QJE 2025 publication verified separately. This is a targeted reading, not a full audit of every proof, estimate or subsequent version.",2026-09-17,Cuellos de botella y transición,Sección 6: transición y difusión,,"Candidato, no añadido al manuscrito. Use to motivate why a technological breakthrough need not immediately appear as aggregate economic takeoff.","Candidate for paragraph-by-paragraph integration; not added to the manuscript. Review: NBER w28999, revised August 2024, introduction pp. 2-5 (PDF 3-6); QJE 2025 publication verified separately. This is a targeted reading, not a full audit of every proof, estimate or subsequent version.",,pasajes originales revisados,alta,
kokotajlo2025,manuscript_bibliography,yes,sections/01_introduction.tex:300; sections/06_conclusion.tex:223,no,,no,,no,,yes,sections/01_introduction.tex:300; sections/06_conclusion.tex:223,misc,"Kokotajlo, Daniel and Alexander, Scott and Larsen, Thomas and Lifland, Eli and Dean, Romeo",AI 2027,2025,https://ai-2027.com/,,,,,https://ai-2027.com/scenario.pdf,https://ai-2027.com/,"AI 2027 presents a scenario in which AI systems automate a growing share of AI research during 2027, rapidly produce systems with capabilities beyond those of human researchers, and create severe alignment and geopolitical risks. The scenario is a forecast exercise rather than an estimated economic model.",editorial_summary,https://ai-2027.com/summary,AI 2027,official_landing_page,,,,,,,"Scenario forecast published April 3, 2025",2026-09-17,,,,,,,lectura no documentada,,
korinekvipra2025,manuscript_bibliography,yes,sections/01_introduction.tex:307; sections/02_literature.tex:98; sections/02_literature.tex:174; sections_axm/02_literature.tex:100; sections_axm/03_model.tex:410; sections_rewrite/02_literature.tex:232; sections_rewrite/03_model.tex:301; sections_rewrite/06_conclusion.tex:74,yes,sections_rewrite/02_literature.tex:232; sections_rewrite/03_model.tex:301; sections_rewrite/06_conclusion.tex:74,no,,yes,sections_axm/02_literature.tex:100; sections_axm/03_model.tex:410,yes,sections/01_introduction.tex:307; sections/02_literature.tex:98; sections/02_literature.tex:174,article,"Korinek, Anton and Vipra, Jai",Concentrating Intelligence: Scaling and Market Structure in Artificial Intelligence,2025,Economic Policy,40,121,225--256,10.1093/epolic/eiae057,https://academic.oup.com/economicpolicy/article/40/121/225/7905140,https://doi.org/10.1093/epolic/eiae057,,unavailable,,manual,manual_doi,,,,,,,,2026-09-17,,,,,3–5,"NBER 33139, texto de noviembre de 2024; antecedente de Economic Policy 2025",pasajes originales revisados,,"Auditoría del 13-09-2026: Respaldada en la versión consultada. También describe competencia intensa y cambios de liderazgo. Justifica estudiar concentración como posibilidad, no afirmar que la no rivalidad obliga a un monopolio único. Falta cotejo con la edición final. Confianza registrada: Medium."
melinavilla2025,manuscript_bibliography,yes,sections_axm/02_literature.tex:45; sections_axm/03_model.tex:1650; sections_axm/03_model.tex:1654; sections_rewrite/02_literature.tex:194,yes,sections_rewrite/02_literature.tex:194,no,,yes,sections_axm/02_literature.tex:45; sections_axm/03_model.tex:1650; sections_axm/03_model.tex:1654,no,,techreport,"Melina, Giovanni and Villa, Stefania","From Servers to Rates: AI, ICT Capital, and the Natural Rate",2025,International Monetary Fund,,25/224,,10.5089/9798229028851.001,https://www.imf.org/-/media/Files/Publications/WP/2025/English/wpiea2025224-source-pdf.ashx,https://www.elibrary.imf.org/view/journals/001/2025/224/article-A001-en.xml,"The paper estimates a DSGE model with ICT capital and uses alternative AI-investment scenarios to study output, inflation, and the natural rate. The natural rate rises most when ICT complements labor, by as much as 0.7 percentage points, while strong substitutability can make the response small or negative.",editorial_summary,https://www.imf.org/-/media/Files/Publications/WP/2025/English/wpiea2025224-source-pdf.ashx,International Monetary Fund,official_landing_page,AI investment; ICT capital; natural rate of interest; labor complementarity; monetary policy,estimated DSGE model and scenario analysis,Bayesian DSGE model that separates ICT from conventional capital and varies the elasticity between ICT capital and labor.,"AI-related ICT investment can raise growth and the natural rate, but the interest-rate response depends on whether ICT complements or substitutes for labor.",Supports both the positive interest-rate response and the claim that its sign depends on the labor--AI substitution margin.,"ICT capital is a stock distinct from the A×M model's AI service flow, and the paper studies short-run natural-rate dynamics with nominal rigidities.",,2026-09-17,,,,,6–7; 22; 31–34 (PDF consultado por web),"IMF WP/25/224, octubre de 2025",pasajes originales revisados,,"Auditoría del 13-09-2026: Texto consultado; descarga pendiente; precisar contraste. La fuente usa una tasa natural de corto plazo de un DSGE y encuentra respuestas más fuertes con complementariedad; con sustituibilidad pueden ser pequeñas o negativas. No avala directamente nuestra estática de largo plazo. El lector web permitió consultar el PDF, pero no se obtuvo copia local. Confianza registrada: High."
metrclaude2025,manuscript_bibliography,yes,sections/01_introduction.tex:186; sections_axm/01_introduction.tex:82,no,,no,,yes,sections_axm/01_introduction.tex:82,yes,sections/01_introduction.tex:186,misc,Model Evaluation and Threat Research,Details about METR's Preliminary Evaluation of Claude 3.7,2025,METR,,,,,https://metr.org/evaluations/claude-3-7-report/,https://metr.org/evaluations/claude-3-7-report/,"METR's preliminary evaluation tests Claude 3.7 on a five-task subset of RE-Bench. With a 32-hour budget per task, the agent matched the median score of human experts given eight hours, while METR emphasizes that the comparison is preliminary and not directly comparable with every earlier evaluation.",editorial_summary,https://metr.org/evaluations/claude-3-7-report/,METR,official_landing_page,,,,,,,,2026-09-17,,,,,,,lectura no documentada,,
mullainathanrambachan2025,manuscript_bibliography,yes,sections_rewrite/02_literature.tex:13,yes,sections_rewrite/02_literature.tex:13,no,,no,,no,,incollection,"Mullainathan, Sendhil and Rambachan, Ashesh",Science in the Age of Algorithms,2025,The Economics of Transformative AI,,,,,https://www.nber.org/books-and-chapters/economics-transformative-ai/science-age-algorithms,https://www.nber.org/books-and-chapters/economics-transformative-ai/science-age-algorithms,,unavailable,,manual,manual_url,,,,,,,,2026-09-17,,,,,No verificadas en texto completo,Capítulo identificado en NBER y en la página del autor en MIT,texto completo pendiente,,Auditoría del 13-09-2026: Pendiente: acceso. La descarga pública del capítulo devuelve 403. La identificación bibliográfica y los extractos indexados no sustituyen la lectura del texto completo. No certifico todavía esta atribución. Confianza registrada: Low.
nesov2025slowdown,conversation_addition,no,,no,,no,,no,,no,,misc,"Nesov, Vladimir","Slowdown After 2028: Compute, RLVR Uncertainty, MoE Data Wall",2025,LessWrong,,,,,https://www.lesswrong.com/posts/XiMRyQcEyKCryST8T/slowdown-after-2028-compute-rlvr-uncertainty-moe-data-wall,https://www.lesswrong.com/posts/XiMRyQcEyKCryST8T/slowdown-after-2028-compute-rlvr-uncertainty-moe-data-wall,,unavailable,,"Bibliografía original de Davidson et al., mayo de 2026, pp. 44–46; metadatos de fuente primaria cuando están disponibles.",bibliographic_inventory_fulltext_pending,Davidson-reference-2026; inventory-completion; lectura-pendiente,research commentary,,,,,Escenario y argumento publicados en un foro; no equivalen a un pronóstico validado ni a una calibración económica.,2026-09-17,Crecimiento hiperbólico y singularidades,Candidato de contexto; no insertar sin lectura y aprobación,,Inventario completo de antecedentes de Davidson; no añadido al manuscrito.,,,texto completo pendiente,pendiente,
oecdlongrun2025,manuscript_bibliography,yes,sections_axm/04_growth_regimes.tex:141; sections_companion/04_calibration.tex:25; sections_rewrite/preserved/parameter_tables.tex:18; sections_rewrite/rsi_parameters.tex:18,yes,sections_rewrite/preserved/parameter_tables.tex:18; sections_rewrite/rsi_parameters.tex:18,yes,sections_companion/04_calibration.tex:25,yes,sections_axm/04_growth_regimes.tex:141,no,,techreport,OECD,OECD Global Long-Run Economic Scenarios: 2025 Update,2025,OECD Publishing,,36,,10.1787/00353678-en,https://doi.org/10.1787/00353678-en,https://doi.org/10.1787/00353678-en,,unavailable,,manual,manual_doi,,,,,,,,2026-09-17,,,,,,,lectura no documentada,,
openai2025futureqa,conversation_addition,no,,no,,no,,no,,no,,misc,OpenAI,"Sam, Jakub, and Wojciech on the Future of OpenAI with Audience Q&A",2025,"YouTube livestream, 29 October 2025",,,,,https://www.youtube.com/watch?v=ngDCxlZcecw,https://www.youtube.com/watch?v=ngDCxlZcecw,,unavailable,,"Bibliografía original de Davidson et al., mayo de 2026, pp. 44–46; metadatos de fuente primaria cuando están disponibles.",bibliographic_inventory_fulltext_pending,Davidson-reference-2026; inventory-completion; lectura-pendiente,pronunciamiento,,,,,Metadatos del vídeo oficial identificados. No se verificó su transcripción íntegra; no atribuir citas literales sin minuto y pasaje.,2026-09-17,Pronunciamientos y antecedentes,Candidato de contexto; no insertar sin lectura y aprobación,,Inventario completo de antecedentes de Davidson; no añadido al manuscrito.,,,texto completo pendiente,pendiente,
rachel2025,manuscript_bibliography,yes,sections_axm/02_literature.tex:43; sections_axm/03_model.tex:1649; sections_rewrite/02_literature.tex:192,yes,sections_rewrite/02_literature.tex:192,no,,yes,sections_axm/02_literature.tex:43; sections_axm/03_model.tex:1649,no,,article,"Rachel, Lukasz",What Next for r*? A Capital Market Equilibrium Perspective on the Natural Rate of Interest,2025,Brookings Papers on Economic Activity,,,131--187,,https://www.brookings.edu/wp-content/uploads/2025/09/3_Rachel_unembargoed.pdf,https://www.brookings.edu/articles/what-next-for-r/,The paper develops a structural capital-market equilibrium model for the natural rate of interest in advanced economies. Its scenario analysis shows that an AI-driven productivity boom can shift capital demand and household saving enough to raise the safe natural rate by more than one percentage point.,editorial_summary,https://www.brookings.edu/wp-content/uploads/2025/09/3_Rachel_unembargoed.pdf,Brookings Papers on Economic Activity,official_landing_page,natural rate of interest; AI productivity; capital demand; saving; advanced economies,structural model and scenario analysis,"Capital-market equilibrium model with limited-foresight transitions and calibrated scenarios for productivity, demographics, fiscal policy, and risk premia.","The business-as-usual natural rate remains low, but the calibrated AI scenario raises the safe natural rate by more than one percentage point.",Shows through a different macroeconomic mechanism that an AI productivity boom can raise the equilibrium real rate.,Its AI scenario is an imposed productivity process and combines several saving and investment channels absent from the A×M benchmark.,,2026-09-17,,,,,1–3; 7; 43; 46; 48,"BPEA conference draft, septiembre de 2025",pasajes originales revisados,,"Auditoría del 13-09-2026: Respaldada. El escenario modifica crecimiento de productividad, markups y participación laboral. Es un ejercicio condicionado, no una estimación causal aislada del efecto de RSI. Confianza registrada: High."
